,labelSrNd
36834,4
36868,4
36869,4
36878,4
36887,4
36897,4
36899,4
36903,4
36905,4
36907,4
36909,4
36910,4
36911,4
36912,4
36917,4
36918,4
36919,4
36920,4
36921,4
36924,4
36926,4
36928,2
36929,2
36932,4
36933,4
36934,4
36936,4
36937,4
36938,4
36939,4
36940,4
36942,4
36943,4
36967,4
36968,4
36969,4
36970,4
36972,4
36973,4
36976,4
36977,4
36978,4
36979,4
36980,4
36982,4
36984,4
36996,4
36997,4
36998,4
36999,4
37000,4
37002,4
37007,4
37008,4
37009,3
37050,3
37053,3
37054,3
37055,4
37056,3
37107,3
37114,4
37116,4
37117,4
37118,2
37119,4
37120,4
37122,2
37123,4
37124,4
37125,3
37126,3
37127,2
37128,4
37130,4
37135,3
37136,4
37137,4
37138,3
37139,3
37140,4
37141,4
37142,4
37145,4
37160,4
37161,3
37185,3
37269,3
37271,4
37272,4
37276,4
37277,4
37283,4
37295,3
37313,3
37320,4
37321,4
37322,4
37324,4
37329,4
37330,4
37331,4
37332,3
37335,4
37337,4
37342,4
37348,3
37351,3
37358,3
37361,4
37362,4
37363,4
37400,4
37401,4
37402,4
37404,4
37407,4
37408,4
37409,4
37411,3
37412,4
37413,4
37414,4
37415,4
37416,4
37417,4
37418,4
37419,3
37420,3
37421,4
37422,4
37423,3
37427,4
37431,4
37433,3
37438,4
37439,3
37441,3
37442,3
37443,4
37445,4
37447,3
37564,4
37565,4
37566,4
37567,4
37590,1
37591,4
37595,4
37596,4
37597,4
37598,4
37601,4
37619,1
37620,4
37621,4
37623,4
37624,3
37626,4
37627,4
37629,4
37632,1
37633,4
37637,4
37638,4
37650,4
37651,4
37751,1
37752,1
37753,4
37758,4
37759,4
37760,4
37761,4
37762,4
37773,4
37774,4
37775,4
37796,1
37803,1
37804,1
37805,1
37809,1
37818,4
37820,4
37821,4
37822,4
37828,4
37831,1
37832,4
37833,4
37835,4
37836,4
37845,4
37860,1
37861,1
37862,1
37863,1
37865,1
37867,1
37871,4
37872,4
37873,4
37874,4
37875,4
37876,3
37877,4
37886,1
37887,4
37892,3
37893,3
37898,4
37899,4
37900,4
37906,4
37907,4
37908,4
37909,4
37911,4
37912,1
37913,4
37914,4
37915,4
37916,4
37917,4
37918,1
37919,3
37922,3
37923,4
37925,4
37951,3
37952,4
37953,3
37954,3
37955,3
37956,3
37957,4
37958,4
37959,3
37960,4
37969,4
37973,4
37979,4
37980,4
37983,4
37998,4
37999,4
38004,4
38015,3
38016,4
38017,4
38020,3
38021,4
38022,4
38023,3
38024,3
38026,2
38027,3
38028,3
38030,3
38031,3
38032,3
38033,3
38034,3
38035,2
38036,2
38037,2
38038,2
38041,3
38042,3
38061,4
38062,4
38063,4
38068,4
38069,4
38070,4
38072,3
38073,4
38089,4
38173,3
38174,3
38176,3
38177,3
38178,3
38179,4
38181,4
38185,4
38186,3
38187,4
38190,4
38191,4
38192,4
38194,3
38195,3
38196,4
38197,4
38198,3
38199,4
38204,4
38205,4
38207,4
38208,4
38209,4
38223,4
38224,4
38225,4
38226,3
38227,3
38228,3
38231,3
38232,3
38353,4
38359,4
38362,4
38365,3
38369,3
38373,3
38375,4
38412,4
38413,3
38414,3
38415,3
38426,4
38437,1
38442,3
38443,4
38444,4
38452,4
38453,1
38454,1
38456,4
38460,4
38461,4
38463,4
38464,4
38473,4
38475,4
38476,3
38487,4
38496,4
38498,1
38501,4
38508,3
38516,1
38519,4
38520,1
38521,1
38522,4
38525,1
38529,1
38530,1
38531,1
38535,1
38555,1
38556,1
38557,1
38558,1
38559,1
38560,1
38561,1
38563,2
38564,2
38595,1
38669,3
38670,4
38671,4
38672,3
38673,4
38674,3
38675,3
38676,3
38677,4
38678,4
38679,4
38739,3
38740,3
38742,2
38743,3
38744,2
38745,3
38746,3
38747,2
38748,2
38754,2
38755,2
38756,2
38786,3
38787,3
38857,2
38858,2
38859,2
38860,2
38870,2
38871,2
38873,2
38874,2
38875,2
38877,2
38879,2
38880,2
38881,2
38882,2
38886,2
38887,2
38891,2
38895,2
38901,2
38903,2
38905,2
38906,3
38907,2
38908,3
38915,3
38927,3
38928,3
38929,3
38934,3
38935,3
38954,2
38987,3
38988,3
39025,2
39080,4
39083,4
39085,4
39136,1
39138,1
39247,1
39249,4
39252,1
39253,4
39255,4
39257,4
39258,4
39273,2
39275,2
39276,2
39313,2
39314,2
39316,2
39317,2
39323,3
39341,2
39342,2
39344,2
39345,2
39348,2
39349,2
39350,3
39352,2
39355,2
39357,2
39362,2
39363,2
39364,2
39365,2
39367,2
39369,2
39373,2
39376,2
39378,2
39387,2
39391,2
39399,2
39402,2
39405,2
39409,2
39414,2
39417,2
39421,2
39431,2
39435,2
39443,2
39453,2
39457,2
39458,3
39460,2
39463,3
39469,2
39471,2
39472,2
39473,2
39495,2
39498,3
39499,3
39501,2
39502,3
39507,3
39509,3
39510,2
39516,4
39518,3
39519,3
39587,3
39592,3
39593,3
39606,2
39607,2
39608,2
39609,2
39610,2
39611,2
39612,2
39613,2
39614,2
39615,3
39616,2
39617,2
39618,2
39619,2
39620,3
39621,2
39622,2
39623,2
39624,2
39625,3
39626,2
39641,2
39642,2
39645,2
39646,2
39648,2
39694,2
39695,2
39703,2
39704,2
39711,2
39715,2
39716,2
39717,2
39719,2
39723,2
39726,2
39727,2
39729,2
39731,2
39732,2
39733,2
39734,2
39735,2
39736,3
39737,2
39738,3
39739,2
39740,2
39741,3
39742,3
39743,3
39744,3
39745,3
39747,3
39748,2
39750,3
39751,3
39755,3
39757,2
39759,3
39761,3
39762,3
39763,3
39766,3
39768,3
39770,3
39771,2
39773,3
39777,3
39779,2
39783,3
39785,3
39786,3
39788,2
39791,2
39792,2
39794,2
39795,2
39797,2
39798,2
39799,2
39801,2
39802,2
39803,2
39809,2
39826,2
39827,2
39828,2
39829,2
39833,2
39836,2
39875,2
39877,2
39881,2
39886,3
39893,2
39895,2
39899,2
39901,2
39903,3
39905,2
39931,2
39932,2
39933,2
39934,3
39935,2
39936,2
39937,3
39938,2
39939,3
39941,2
39942,2
39943,2
39944,2
39945,3
39946,2
39947,2
39948,2
39949,2
39950,2
39951,2
39952,2
39953,2
39954,3
39955,2
39962,2
39963,2
39965,2
40014,2
40018,3
40019,2
40022,2
40024,3
40027,2
40035,2
40037,2
40038,2
40041,2
40045,2
40049,2
40050,2
40051,2
40085,3
40086,3
40087,3
40089,3
40126,3
40127,3
40128,3
40129,3
40130,3
40131,3
40132,2
40147,2
40148,2
40155,2
40162,2
40184,2
40185,2
40194,2
40195,2
40200,2
40208,2
40247,2
40250,2
40251,3
40252,2
40253,2
40255,2
40258,3
40259,2
40260,2
40261,2
40262,3
40263,3
40264,3
40265,2
40266,3
40270,2
40272,2
40273,2
40275,2
40277,2
40278,2
40279,2
40284,2
40285,2
40298,3
40299,3
40300,3
40301,2
40302,3
40303,2
40304,2
40306,2
40310,3
40313,3
40314,2
40315,3
40317,3
40318,3
40336,2
40337,2
40344,2
40350,2
40353,2
40357,2
40363,2
40370,2
40422,3
40424,4
40425,4
40426,4
40427,3
40428,4
40429,3
40430,2
40431,4
40432,2
40433,4
40434,4
40435,3
40436,1
40437,4
40438,1
40440,3
40441,3
40442,4
40443,4
40454,2
40458,2
40460,2
40461,2
40462,2
40464,2
40465,3
40466,3
40468,3
40471,3
40474,3
40475,2
40477,3
40478,3
40479,3
40480,4
40481,4
40482,4
40484,4
40485,4
40486,2
40487,4
40492,3
40493,3
40494,2
40495,2
40496,2
40498,2
40499,2
40500,4
40501,3
40502,3
40504,2
40505,2
40522,2
40523,2
40528,3
40529,2
40602,3
40603,3
40604,3
40605,3
40606,2
40607,2
40665,4
40666,4
40667,4
40668,4
40669,3
40672,4
40673,4
40674,4
40676,4
40677,4
40678,4
40679,4
40681,4
40682,4
40683,4
40759,4
40760,3
40765,4
40766,3
40821,4
40824,4
40825,4
40826,4
40827,4
40828,4
40829,3
40830,4
40846,4
40847,4
40848,3
40849,4
40850,4
40851,3
40852,4
40853,4
40854,4
40855,4
40857,4
40859,4
40864,3
40867,4
40878,4
40880,4
40882,4
40886,4
40892,4
40898,4
40912,4
40913,4
40914,4
40918,4
40921,4
40924,4
40969,4
40970,4
40971,4
40972,4
40973,4
40974,4
40977,3
40979,4
40980,3
40983,3
40984,3
40985,4
40986,4
40987,3
40988,4
40990,3
40991,4
40992,4
40993,1
40994,4
40995,4
40997,1
40998,1
40999,4
41000,4
41240,4
41253,4
41261,4
41268,4
41273,4
41291,4
41301,4
41312,4
41313,4
41315,4
41316,4
41320,4
41321,4
41326,4
41362,4
41363,4
41372,4
41376,4
41378,4
41379,4
41382,4
41389,4
41393,4
41411,4
41433,4
41434,4
41435,4
41438,4
41441,4
41444,4
41454,4
41464,4
41471,4
41476,4
41481,4
41482,4
41485,4
41489,4
41500,3
41501,3
41502,3
41531,4
41533,4
41541,4
41594,4
41597,4
41602,4
41603,4
41606,4
41607,4
41613,4
41623,4
41627,4
41657,1
41659,1
41707,4
41839,4
41848,4
41877,4
41888,4
41893,4
41894,4
41896,4
41908,4
41909,4
41918,4
41932,1
41934,4
41936,1
41937,4
41938,4
42057,4
42058,4
42059,4
42061,4
42063,4
42064,4
42065,4
42066,4
42067,4
42068,4
42069,4
42074,4
42075,4
42076,4
42078,4
42079,4
42084,4
42085,4
42087,4
42088,4
42089,4
42090,4
42091,4
42093,4
42094,4
42095,4
42096,1
42098,4
42099,4
42100,4
42101,3
42102,4
42150,4
42154,4
42186,4
42215,4
42216,4
42217,4
42218,4
42219,4
42220,4
42221,4
42222,4
42223,4
42224,4
42227,4
42228,4
42229,4
42239,4
42283,4
42284,4
42286,4
42287,4
42288,4
42292,4
42302,4
42303,4
42304,3
42305,3
42306,4
42309,4
42311,4
42312,4
42314,4
42316,4
42346,4
42347,4
42351,4
42352,4
42402,3
42403,3
42422,4
42423,4
42432,4
42433,4
42434,4
42451,4
42456,4
42477,4
42479,4
42482,4
42501,1
42502,4
42504,3
42507,4
42511,4
42515,4
42518,3
42521,4
42523,4
42524,4
42528,4
42531,4
42536,4
42537,4
42542,4
42545,4
42553,4
42572,4
42573,4
42578,4
42580,4
42581,4
42585,4
42586,4
42587,4
42588,4
42589,4
42590,4
42591,4
42592,4
42593,4
42625,4
42628,4
42629,4
42631,4
42632,4
42633,4
42634,4
42635,4
42636,4
42637,4
42638,4
42642,4
42643,4
42646,4
42647,4
42656,4
42657,4
42658,4
42659,4
42660,4
42661,4
42662,4
42663,4
42677,3
42678,3
42682,2
42684,4
42691,4
42692,3
42749,0
42752,1
42753,1
42755,4
42757,3
42826,1
42846,4
42847,4
42849,4
42850,4
42852,4
42853,4
42854,4
42855,4
42856,4
42858,4
42859,1
42860,1
42861,1
42864,4
42865,4
42866,3
42867,4
42868,3
42869,4
42871,1
42872,1
42873,0
42877,4
42878,2
42879,4
42897,4
42899,4
42900,4
42914,4
42916,4
42918,4
42919,4
42921,4
42922,4
42923,4
42925,4
42926,4
42928,4
42929,4
42930,4
42932,4
42934,4
42939,1
42940,4
42941,4
42942,4
42943,4
42944,4
42945,4
42947,4
42948,4
42949,4
42950,4
42951,4
42952,4
42953,4
42954,4
42955,4
42956,4
42957,4
42958,4
43256,4
43807,4
43808,4
43812,4
43813,4
43815,4
43816,4
43817,4
43823,4
43826,4
43860,4
43861,4
43863,4
43864,4
43867,4
43868,4
43870,4
43871,4
43872,4
43876,4
43878,4
43882,4
43883,4
43884,4
43886,4
43889,3
43891,4
43892,4
43895,4
43902,4
43906,4
43910,4
43914,4
43915,4
43920,4
43922,4
43923,4
43924,4
43925,4
43934,4
43936,4
43938,4
43940,4
43941,4
43944,4
43947,4
43949,4
43950,4
43951,4
43953,4
43956,4
43957,4
43958,4
43960,3
43961,4
43963,4
43965,4
43966,3
43972,4
43974,4
43981,4
43982,4
43983,3
43984,4
43985,4
44000,4
44011,4
44012,4
44013,4
44014,4
44015,4
44016,4
44017,4
44018,4
44019,4
44020,3
44025,4
44027,4
44043,4
44045,4
44059,4
44060,4
44061,4
44062,4
44063,4
44064,4
44066,1
44067,4
44068,4
44069,4
44070,4
44071,4
44072,4
44073,4
44074,4
44075,4
44076,4
44077,4
44079,4
44080,4
44081,4
44082,4
44083,4
44084,4
44085,4
44086,4
44087,4
44088,4
44089,1
44090,4
44091,4
44092,4
44093,3
44094,3
44095,4
44096,4
44097,4
44098,4
44099,4
44100,4
44101,1
44102,1
44103,1
44104,4
44105,4
44106,4
44107,4
44108,1
44129,4
44130,4
44131,4
44132,4
44133,4
44136,4
44140,4
44142,1
44144,1
44147,4
44148,4
44151,1
44152,1
44155,4
44156,4
44157,4
44161,3
44162,4
44163,4
44165,4
44169,4
44196,4
44197,4
44198,4
44203,4
44204,4
44205,4
44207,3
44208,4
44210,4
44211,4
44299,4
44300,1
44301,4
44302,1
44303,1
44304,4
44306,4
44307,4
44308,4
44309,4
44310,3
44353,4
44354,4
44355,4
44356,4
44357,4
44358,4
44359,4
44360,4
44361,4
44362,4
44363,4
44364,4
44366,4
44367,4
44368,4
44369,4
44443,2
44524,3
44530,3
44538,3
44645,2
44646,2
44647,2
44648,3
44649,2
44650,2
44654,2
44664,2
44682,2
44683,2
44693,2
44704,2
44705,2
44968,2
44969,2
44970,2
44971,2
44973,2
44976,2
44977,2
44978,2
44982,2
44983,2
44984,2
44986,2
44989,2
44990,2
45175,2
45209,0
45289,1
45291,1
45298,1
45299,1
45300,1
45301,0
45303,4
45310,0
45314,0
45315,4
45316,0
45317,0
45318,1
45320,3
45321,4
45474,1
45476,1
45477,1
45511,4
45542,1
45601,4
45602,4
45604,4
45605,4
45606,1
45635,1
45638,4
45644,4
45659,1
45660,4
45661,1
45662,1
45663,4
45664,4
45665,4
45666,4
45667,1
45668,4
45669,4
45670,4
45673,4
45674,4
45675,1
45676,1
45689,4
45712,4
45713,4
45714,4
45715,4
45716,4
45755,1
45768,4
45769,1
45772,4
45773,4
45775,4
45776,4
45779,4
45783,4
45785,4
45789,4
45790,4
45791,4
45792,4
45828,4
45829,4
45830,4
45831,4
45833,4
45834,4
45835,4
45836,4
45839,1
45840,1
45841,1
45870,1
45990,1
45996,4
45997,4
46027,4
46040,4
46041,4
46044,4
46048,1
46049,1
46052,1
46075,1
46088,1
46132,1
46139,1
46140,1
46142,1
46143,1
46144,1
46145,1
46146,1
46147,1
46148,1
46149,1
46152,1
46154,1
46155,1
46156,1
46157,1
46158,1
46159,1
46160,1
46163,1
46172,4
46185,4
46204,1
46205,1
46233,1
46234,1
46235,1
46236,1
46237,1
46238,1
46242,1
46243,1
46244,1
46250,1
46251,4
46262,1
46263,1
46274,1
46275,1
46276,1
46277,1
46278,1
46279,1
46280,1
46281,4
46282,1
46284,1
46285,1
46287,1
46288,1
46289,1
46290,1
46291,1
46292,1
46293,1
46294,1
46295,1
46296,1
46297,3
46298,1
46299,1
46300,1
46301,1
46302,1
46303,1
46304,1
46305,1
46306,1
46307,1
46308,1
46309,1
46310,1
46311,1
46334,4
46336,4
46342,4
46343,4
46347,4
46504,4
46511,4
46512,4
46513,4
46516,4
46519,4
46524,4
46527,4
46531,4
46533,4
46534,4
46537,4
46540,4
46542,4
46546,4
46547,4
46549,4
46594,1
46596,2
46600,2
46627,2
46628,2
46631,4
46634,2
46638,4
46646,3
46647,4
46648,4
46649,4
46650,4
46651,1
46652,4
46654,4
46673,2
46832,4
46833,3
46843,4
46845,1
46846,1
46847,3
46849,1
46853,4
46855,4
46858,4
46859,3
46860,4
46862,3
46863,3
46887,1
46890,1
46891,1
46893,1
46904,3
46912,3
46917,4
46928,1
46940,3
46941,3
46971,3
46973,3
46975,3
46981,4
46989,4
47078,3
47176,3
47263,4
47264,1
47266,4
47269,4
47271,4
47272,4
47273,1
47276,4
47278,4
47280,4
47282,4
47289,4
47290,4
47292,4
47294,4
47297,4
47298,4
47300,4
47488,4
47489,4
47490,4
47491,4
47492,4
47493,4
47494,4
47495,4
47496,4
47497,4
47498,4
47499,4
47646,4
47647,4
47648,4
47649,4
47717,4
47718,4
47719,4
47750,4
47751,4
47900,4
47901,4
47902,4
47903,4
47904,4
47905,4
47906,4
47907,4
47908,4
47910,4
47911,4
47912,4
47913,4
47914,4
47915,4
47916,4
47917,4
47918,4
47919,4
47920,4
47921,4
47922,4
47923,4
47924,4
47925,4
48096,4
48983,4
48989,4
48993,4
49002,4
49005,4
49008,4
49010,4
49015,4
49019,4
49029,4
49036,4
49042,4
49047,4
49473,4
49510,4
49517,4
49546,4
49599,4
49805,4
49806,4
49807,4
49808,4
49809,4
49810,4
49811,4
49812,4
49813,4
49814,4
50008,4
50009,4
50010,4
50011,4
50012,4
50013,4
50014,4
50015,4
50016,4
50017,4
50018,4
50019,4
50020,4
50021,4
50161,4
50162,4
50163,4
50164,4
50165,4
50166,4
51594,4
51595,4
51596,4
51597,4
51598,4
51599,4
51600,4
51601,4
51602,4
51603,4
51604,4
51605,4
51699,4
51700,4
51701,4
51702,4
51703,4
51704,4
51705,4
51706,4
51707,4
51708,4
51709,4
51710,4
51720,4
51725,4
51729,4
51737,4
51738,4
51774,4
51775,4
51912,0
51938,4
51940,4
51945,4
52062,4
52064,4
52068,4
52069,4
52087,4
52088,4
52089,4
52090,4
52091,4
52092,4
52093,4
52094,4
52095,4
52096,4
52128,4
52131,4
52132,4
52133,4
52396,4
52399,3
52400,4
52401,4
52404,3
52406,4
52408,4
52410,4
52415,4
52416,4
52420,1
52421,1
52422,4
52423,4
52426,1
52427,1
52428,1
52429,1
52430,4
52436,1
52439,1
52440,1
52442,1
52443,4
52447,1
52448,1
52456,1
52462,1
52479,1
52480,1
52483,1
52485,1
52490,4
52494,1
52555,4
52556,1
52557,1
52558,4
52559,4
52560,4
52561,4
52562,1
52563,1
52564,4
52565,1
52567,1
52568,1
52569,4
52570,1
52571,1
52573,1
52574,1
52575,4
52578,4
52579,1
52580,1
52581,4
52582,4
52583,4
52584,1
52585,4
52586,4
52587,1
52589,4
52590,1
52591,4
52593,4
52594,4
52596,1
52598,1
52599,4
52602,1
52605,1
52607,4
52609,1
52612,1
52615,1
52616,1
52617,4
52637,1
52642,1
52643,1
52644,4
52648,1
52649,1
52653,1
52654,1
52655,4
52656,4
52657,1
52658,1
52663,1
52664,4
52669,1
52675,1
52676,1
52679,4
52681,4
52684,4
52685,4
52686,4
52700,1
52701,4
52702,4
52703,1
52706,4
52707,1
52708,4
52711,4
52712,1
52713,1
52716,1
52720,4
52722,4
52723,4
52725,4
52726,4
52727,4
52728,4
52729,4
52732,4
52738,4
52747,4
52755,4
52762,4
52765,4
52767,4
52768,4
52770,4
52779,4
52783,4
52792,4
52796,4
52799,4
52800,4
52803,4
52804,4
52805,4
52807,4
52809,4
52810,4
52812,4
52813,4
52814,4
52819,4
52822,4
52825,4
52830,4
52836,4
52844,4
52846,4
52848,4
52853,4
52854,4
52855,4
52856,4
52857,4
52858,4
52859,1
52870,4
52871,4
52877,4
52881,4
52885,4
52889,4
52892,4
52893,4
52896,4
52897,4
52902,4
52904,4
52911,4
52913,4
52915,4
52916,4
52918,4
52920,4
52921,4
53027,3
53028,3
53030,3
53031,3
53034,3
53038,3
53039,3
53041,3
53042,3
53044,4
53046,4
53047,3
53049,3
53053,4
53055,4
53056,4
53060,4
53061,4
53062,4
53063,4
53064,4
53065,4
53066,4
53173,4
53192,4
53206,4
53208,4
53226,4
53227,4
53229,4
53231,4
53232,4
53263,4
53264,4
53269,4
53271,4
53272,4
53273,4
53274,4
53278,4
53279,4
53281,4
53284,4
53285,4
53287,4
53291,4
53292,4
53297,4
53302,4
53304,4
53309,4
53313,4
53319,4
53320,4
53321,4
53322,4
53323,4
53333,4
53335,4
53336,4
53337,4
53338,4
53339,4
53340,4
53341,4
53348,4
53349,4
53367,4
53401,4
53402,1
53403,4
53404,4
53405,1
53406,1
53407,4
53408,4
53409,4
53410,4
53411,4
53412,4
53413,4
53414,4
53415,4
53416,4
53417,4
53418,4
53420,4
53428,1
53443,1
53444,1
53445,4
53446,4
53455,4
53456,1
53457,4
53458,4
53459,1
53460,1
53461,1
53463,4
53470,4
53471,4
53472,4
53473,4
53474,4
53475,4
53477,4
53478,4
53479,4
53480,4
53481,4
53482,4
53483,4
53484,4
53485,4
53486,4
53488,4
53585,4
53606,4
53608,4
53609,4
53615,4
53618,4
53620,4
53624,4
53627,4
53631,4
53684,4
53686,4
53687,4
53689,4
53692,4
53693,4
53703,4
53706,4
53715,4
53716,4
53717,4
53719,4
53726,4
53729,4
53730,4
53731,4
53735,4
53762,4
53821,4
53822,4
53823,4
53824,4
53825,4
53826,4
53834,4
53835,4
53839,4
53841,4
53842,4
53846,4
53847,4
53854,4
53870,4
53873,4
53876,4
53880,4
53887,4
53890,4
53939,4
53942,4
53943,4
53945,4
53946,4
53947,4
53948,4
53951,4
53952,4
53954,4
54001,4
54025,4
54028,4
54030,4
54031,4
54033,4
54035,4
54036,4
54039,4
54044,4
54046,4
54048,4
54049,4
54054,4
54055,4
54058,4
54060,4
54063,4
54064,4
54066,4
54068,4
54079,4
54084,4
54086,4
54089,4
54092,4
54095,4
54096,4
54097,4
54152,4
54154,4
54156,4
54159,4
54164,4
54166,4
54170,4
54171,4
54172,4
54173,4
54174,4
54175,4
54176,4
54177,4
54178,4
54179,4
54180,4
54181,4
54350,3
54352,3
54356,4
54390,4
54391,4
54392,4
54393,4
54394,4
54395,4
54396,4
54397,4
54398,4
54399,4
54400,3
54401,4
54402,4
54403,4
54404,4
54405,4
54406,4
54407,4
54538,4
54541,4
54553,4
54555,4
54557,4
54562,4
54566,4
54567,4
54569,4
54570,4
54573,4
54575,4
54577,4
54580,4
54582,4
54585,4
54617,4
54618,4
54619,4
54620,4
54631,4
54633,4
54643,4
54650,4
54654,4
54656,4
54766,4
54770,4
54772,4
54789,4
54861,4
54871,4
54877,4
54878,4
54879,4
54883,4
54885,4
54886,4
54888,4
54889,4
54896,1
54902,1
54905,4
54907,1
54928,1
54936,1
54937,1
54939,1
54940,1
54941,1
54943,1
54949,1
54954,1
54959,1
54964,1
54970,1
55068,1
55069,4
55072,4
55074,4
55075,4
55076,4
55080,4
55081,4
55082,4
55084,1
55085,1
55086,1
55089,4
55090,4
55091,4
55092,1
55095,4
55096,1
55099,4
55100,4
55363,3
55364,2
55387,3
55390,3
55393,2
55394,2
55395,4
55396,3
55397,4
55398,4
55399,2
55400,4
55401,2
55434,3
55440,3
55442,3
55447,4
55452,3
55454,3
55456,2
55458,3
55459,3
55460,3
55462,3
55463,3
55465,3
55466,3
55469,2
55470,3
55480,4
55481,4
55483,1
55484,1
55494,3
55505,3
55506,3
55507,3
55508,4
55510,3
55512,4
55514,4
55515,4
55602,4
55605,4
55606,3
55607,3
55608,4
55609,4
55610,4
55615,1
55616,1
55617,1
55618,1
55619,1
55620,1
55622,1
55623,1
55624,1
55625,1
55626,1
55631,4
55633,4
55634,4
55635,4
55640,4
55657,4
55658,4
55659,3
55660,4
55661,4
55736,4
55740,3
55743,3
55785,4
55786,3
55787,3
55788,3
55792,4
55793,2
55794,3
55835,3
55837,3
55838,3
55906,3
55907,3
55909,3
55911,4
55913,4
55953,3
55960,3
55971,4
55972,4
55973,4
55974,4
55975,4
55976,4
55977,4
55978,4
55979,4
55980,4
55982,3
55983,2
55984,3
56139,4
56141,3
56142,4
56143,3
56146,3
56147,3
56148,3
56150,3
56159,4
56160,1
56161,2
56164,3
56165,3
56166,4
56167,3
56168,4
56171,4
56172,4
56173,4
56175,4
56176,4
56177,4
56178,4
56179,4
56180,4
56181,4
56239,4
56240,4
56241,4
56248,4
56249,4
56250,4
56251,4
56287,1
56288,1
56290,1
56293,1
56295,4
56296,4
56297,4
56304,4
56306,4
56307,4
56308,4
56309,4
56312,4
56313,4
56314,4
56317,2
56318,3
56327,2
56328,3
56329,4
56359,4
56362,3
56367,4
56368,4
56369,4
56387,3
56389,4
56390,4
56397,4
56399,4
56404,2
56405,2
56406,2
56407,2
56408,2
56409,4
56424,3
56430,4
56431,4
56437,3
56438,3
56439,3
56449,4
56450,4
56451,4
56452,4
56467,4
56468,4
56483,4
56547,3
56590,3
56615,3
56617,3
56618,3
56627,3
56629,3
56630,3
56631,3
56634,3
56635,3
56649,4
56663,4
56666,4
56667,4
56668,4
56669,4
56670,4
56676,4
56677,1
56678,4
56679,1
56680,4
56681,1
56691,3
56692,3
56693,3
56695,3
56696,3
56697,3
56698,3
56709,4
56735,2
56782,4
56790,3
56794,3
56795,3
56799,3
56800,3
56802,4
56804,3
56807,3
56808,3
56809,3
56810,3
56811,4
56812,4
56813,4
56816,3
56817,3
56818,3
56823,3
56827,2
56828,3
56833,3
56925,3
57032,3
57033,3
57034,3
57035,3
57046,3
57047,3
57048,3
57049,3
57050,3
57055,3
57056,3
57067,1
57069,1
57070,1
57071,1
57072,4
57074,1
57075,4
57077,1
57103,3
57109,4
57110,3
57113,3
57114,3
57116,3
57120,3
57121,3
57122,3
57123,3
57124,3
57141,3
57151,3
57153,3
57155,3
57160,3
57188,3
57202,4
57207,4
57208,3
57250,4
57251,3
57252,4
57253,3
57257,4
57300,3
57301,3
57302,3
57309,4
57310,4
57311,4
57312,4
57316,4
57317,4
57319,3
57331,4
57332,4
57333,4
57334,4
57335,4
57336,4
57337,3
57345,2
57378,2
57450,2
57451,4
57452,4
57453,4
57454,4
57455,4
57456,4
57457,4
57458,4
57459,4
57460,4
57461,3
57462,4
57463,4
57465,4
57467,3
57470,3
57473,3
57521,3
57522,3
57523,3
57524,3
57526,3
57527,3
57528,3
57529,3
57530,3
57531,3
57532,3
57533,3
57534,3
57535,3
57536,3
57539,4
57540,4
57541,4
57560,2
57561,2
57562,2
57565,4
57579,4
57594,2
57615,3
57617,2
57619,3
57622,3
57626,4
57627,3
57629,4
57668,3
57674,3
57675,3
57676,3
57677,3
57678,3
57679,3
57702,2
57703,3
57704,3
57736,3
57737,3
57738,3
57740,3
57741,3
57742,3
57743,3
57744,3
57745,3
57746,4
57751,3
57754,4
57755,3
57756,4
57770,3
57774,4
57777,2
57783,2
57784,2
57788,2
57789,2
57790,2
57809,2
57810,2
57811,2
57812,2
57813,2
57814,2
57815,2
57816,2
57817,2
57818,2
57819,2
57820,2
57821,2
57822,2
57823,3
57824,3
57826,3
57833,4
57836,3
57953,4
57954,2
57955,3
57957,4
57958,3
57960,3
57961,3
57962,3
57967,2
57968,2
57989,3
58000,3
58001,4
58013,3
58015,4
58037,2
58041,2
58042,2
58043,2
58044,2
58045,2
58046,2
58049,2
58070,2
58105,3
58107,3
58108,3
58109,3
58110,3
58194,4
58195,4
58196,4
58197,4
58198,4
58205,4
58212,3
58213,2
58214,2
58215,3
58216,3
58217,4
58218,3
58253,4
58254,4
58255,3
58256,4
58257,4
58258,4
58259,4
58260,4
58271,4
58275,2
58281,4
58282,4
58361,1
58366,1
58438,2
58440,2
58443,2
58529,3
58531,2
58532,2
58536,2
58537,3
58552,3
58600,4
58602,4
58604,3
58613,3
58614,3
58615,3
58616,3
58617,3
58618,3
58620,3
58621,3
58622,3
58623,3
58624,3
58625,4
58626,4
58627,3
58629,3
58630,3
58738,1
58749,1
58754,1
58763,1
58835,4
58840,1
58841,1
58842,1
58855,1
58856,4
58857,4
58858,1
58859,1
58860,1
58861,4
58862,1
58863,1
58864,1
58865,1
58866,4
58867,1
58868,4
58869,1
58870,1
58871,4
58872,1
58873,4
58874,1
58875,1
58926,1
58939,4
58940,1
58941,4
58942,4
58943,4
58944,4
58945,4
58946,4
58947,4
58956,1
58958,1
58965,1
58967,4
58969,4
58970,4
58973,4
58974,1
58975,1
58976,1
58989,1
58990,4
58991,4
58992,1
58993,4
58994,4
58995,4
58998,4
58999,1
59018,4
59019,4
59020,4
59021,4
59022,4
59023,1
59024,4
59025,4
59026,4
59027,4
59028,4
59029,4
