,labelSrNd
36834,2
36868,4
36869,2
36878,2
36887,2
36897,2
36899,4
36903,0
36905,0
36907,4
36909,2
36910,2
36911,2
36912,0
36917,2
36918,4
36919,4
36920,0
36921,4
36924,0
36926,2
36928,2
36929,2
36932,0
36933,2
36934,2
36936,0
36937,2
36938,0
36939,2
36940,2
36942,0
36943,2
36967,2
36968,4
36969,0
36970,4
36972,4
36973,4
36976,4
36977,4
36978,4
36979,4
36980,4
36982,4
36984,0
36996,0
36997,2
36998,2
36999,2
37000,2
37002,4
37007,2
37008,2
37009,3
37050,2
37053,2
37054,2
37055,2
37056,2
37107,2
37114,0
37116,2
37117,2
37118,2
37119,2
37120,2
37122,2
37123,2
37124,0
37125,2
37126,3
37127,2
37128,2
37130,2
37135,2
37136,2
37137,2
37138,2
37139,2
37140,2
37141,2
37142,2
37145,2
37160,2
37161,2
37185,2
37269,2
37271,2
37272,2
37276,2
37277,2
37283,2
37295,2
37313,3
37320,2
37321,2
37322,2
37324,2
37329,2
37330,2
37331,2
37332,2
37335,2
37337,2
37342,2
37348,2
37351,3
37358,2
37361,0
37362,0
37363,0
37400,2
37401,2
37402,2
37404,2
37407,2
37408,2
37409,2
37411,3
37412,2
37413,2
37414,2
37415,2
37416,2
37417,2
37418,2
37419,2
37420,2
37421,2
37422,2
37423,2
37427,2
37431,0
37433,2
37438,2
37439,2
37441,2
37442,2
37443,2
37445,2
37447,2
37564,2
37565,2
37566,2
37567,2
37590,1
37591,0
37595,0
37596,0
37597,0
37598,0
37601,2
37619,1
37620,1
37621,2
37623,0
37624,2
37626,2
37627,2
37629,0
37632,1
37633,2
37637,0
37638,2
37650,2
37651,2
37751,1
37752,1
37753,0
37758,0
37759,2
37760,2
37761,0
37762,0
37773,2
37774,0
37775,1
37796,1
37803,1
37804,1
37805,1
37809,1
37818,1
37820,0
37821,0
37822,2
37828,0
37831,1
37832,1
37833,0
37835,2
37836,1
37845,1
37860,1
37861,1
37862,1
37863,1
37865,1
37867,0
37871,2
37872,2
37873,2
37874,0
37875,2
37876,2
37877,0
37886,1
37887,0
37892,3
37893,2
37898,4
37899,4
37900,0
37906,4
37907,4
37908,0
37909,0
37911,0
37912,1
37913,1
37914,0
37915,1
37916,2
37917,4
37918,0
37919,3
37922,2
37923,1
37925,2
37951,2
37952,2
37953,2
37954,3
37955,2
37956,2
37957,2
37958,2
37959,3
37960,2
37969,2
37973,0
37979,2
37980,0
37983,0
37998,0
37999,0
38004,0
38015,2
38016,2
38017,2
38020,2
38021,2
38022,2
38023,2
38024,2
38026,2
38027,2
38028,2
38030,3
38031,2
38032,2
38033,2
38034,2
38035,2
38036,2
38037,2
38038,2
38041,2
38042,2
38061,2
38062,2
38063,2
38068,2
38069,2
38070,2
38072,2
38073,2
38089,0
38173,2
38174,2
38176,2
38177,2
38178,2
38179,2
38181,2
38185,2
38186,3
38187,2
38190,2
38191,2
38192,2
38194,2
38195,2
38196,2
38197,2
38198,2
38199,2
38204,2
38205,2
38207,2
38208,2
38209,0
38223,2
38224,2
38225,2
38226,2
38227,2
38228,2
38231,2
38232,2
38353,2
38359,2
38362,4
38365,2
38369,2
38373,2
38375,2
38412,2
38413,2
38414,2
38415,2
38426,2
38437,1
38442,2
38443,1
38444,1
38452,1
38453,1
38454,1
38456,4
38460,1
38461,1
38463,1
38464,1
38473,1
38475,1
38476,2
38487,1
38496,1
38498,1
38501,2
38508,3
38516,1
38519,1
38520,1
38521,1
38522,4
38525,1
38529,1
38530,1
38531,1
38535,1
38555,0
38556,0
38557,0
38558,0
38559,0
38560,0
38561,0
38563,2
38564,2
38595,0
38669,2
38670,4
38671,4
38672,2
38673,2
38674,2
38675,2
38676,2
38677,2
38678,2
38679,2
38739,2
38740,2
38742,2
38743,2
38744,2
38745,2
38746,2
38747,2
38748,2
38754,2
38755,2
38756,2
38786,3
38787,2
38857,2
38858,2
38859,2
38860,2
38870,2
38871,2
38873,2
38874,2
38875,2
38877,2
38879,2
38880,2
38881,2
38882,2
38886,2
38887,2
38891,2
38895,2
38901,2
38903,2
38905,2
38906,2
38907,2
38908,3
38915,3
38927,2
38928,2
38929,3
38934,3
38935,2
38954,2
38987,2
38988,2
39025,2
39080,0
39083,0
39085,2
39136,1
39138,1
39247,1
39249,0
39252,0
39253,4
39255,0
39257,1
39258,4
39273,2
39275,2
39276,2
39313,2
39314,2
39316,2
39317,2
39323,3
39341,2
39342,2
39344,2
39345,2
39348,2
39349,2
39350,2
39352,2
39355,2
39357,2
39362,2
39363,2
39364,2
39365,2
39367,2
39369,2
39373,2
39376,2
39378,2
39387,2
39391,2
39399,2
39402,2
39405,2
39409,2
39414,2
39417,2
39421,2
39431,2
39435,2
39443,2
39453,2
39457,2
39458,2
39460,2
39463,2
39469,2
39471,2
39472,2
39473,2
39495,2
39498,2
39499,2
39501,2
39502,3
39507,3
39509,2
39510,2
39516,2
39518,2
39519,2
39587,2
39592,2
39593,2
39606,2
39607,2
39608,2
39609,2
39610,2
39611,2
39612,2
39613,2
39614,2
39615,2
39616,2
39617,2
39618,2
39619,2
39620,2
39621,2
39622,2
39623,2
39624,2
39625,2
39626,2
39641,2
39642,2
39645,2
39646,2
39648,2
39694,2
39695,2
39703,2
39704,2
39711,2
39715,2
39716,2
39717,2
39719,2
39723,2
39726,2
39727,2
39729,2
39731,2
39732,2
39733,2
39734,2
39735,2
39736,2
39737,2
39738,2
39739,2
39740,2
39741,2
39742,2
39743,2
39744,2
39745,2
39747,2
39748,2
39750,2
39751,2
39755,2
39757,2
39759,2
39761,2
39762,3
39763,3
39766,3
39768,2
39770,3
39771,2
39773,2
39777,2
39779,2
39783,2
39785,2
39786,2
39788,2
39791,2
39792,2
39794,2
39795,2
39797,2
39798,2
39799,2
39801,2
39802,2
39803,2
39809,2
39826,2
39827,2
39828,2
39829,2
39833,2
39836,2
39875,2
39877,2
39881,2
39886,2
39893,2
39895,2
39899,2
39901,2
39903,2
39905,2
39931,2
39932,2
39933,2
39934,2
39935,2
39936,2
39937,2
39938,2
39939,2
39941,2
39942,2
39943,0
39944,2
39945,2
39946,2
39947,2
39948,2
39949,2
39950,2
39951,2
39952,2
39953,2
39954,2
39955,2
39962,2
39963,2
39965,2
40014,2
40018,2
40019,2
40022,2
40024,2
40027,2
40035,2
40037,2
40038,2
40041,2
40045,2
40049,2
40050,2
40051,2
40085,2
40086,2
40087,2
40089,2
40126,3
40127,2
40128,3
40129,2
40130,2
40131,2
40132,2
40147,2
40148,2
40155,2
40162,2
40184,2
40185,2
40194,2
40195,2
40200,2
40208,2
40247,2
40250,2
40251,2
40252,2
40253,2
40255,2
40258,2
40259,2
40260,2
40261,2
40262,2
40263,2
40264,2
40265,2
40266,3
40270,2
40272,2
40273,2
40275,2
40277,2
40278,2
40279,2
40284,2
40285,2
40298,2
40299,2
40300,2
40301,2
40302,2
40303,2
40304,2
40306,2
40310,3
40313,2
40314,2
40315,2
40317,2
40318,2
40336,2
40337,2
40344,2
40350,2
40353,2
40357,2
40363,2
40370,2
40422,2
40424,2
40425,2
40426,2
40427,2
40428,2
40429,3
40430,2
40431,2
40432,2
40433,2
40434,2
40435,2
40436,1
40437,2
40438,1
40440,3
40441,2
40442,2
40443,2
40454,2
40458,2
40460,2
40461,2
40462,2
40464,2
40465,2
40466,2
40468,2
40471,3
40474,2
40475,2
40477,2
40478,2
40479,2
40480,2
40481,4
40482,4
40484,0
40485,0
40486,2
40487,2
40492,2
40493,3
40494,2
40495,2
40496,2
40498,2
40499,2
40500,2
40501,3
40502,2
40504,2
40505,2
40522,2
40523,2
40528,2
40529,2
40602,2
40603,3
40604,2
40605,2
40606,2
40607,2
40665,2
40666,1
40667,1
40668,2
40669,2
40672,0
40673,1
40674,0
40676,0
40677,1
40678,0
40679,0
40681,4
40682,2
40683,2
40759,4
40760,2
40765,2
40766,2
40821,4
40824,4
40825,4
40826,4
40827,2
40828,2
40829,2
40830,2
40846,2
40847,2
40848,2
40849,2
40850,2
40851,2
40852,2
40853,2
40854,2
40855,2
40857,0
40859,2
40864,2
40867,1
40878,0
40880,2
40882,0
40886,2
40892,4
40898,0
40912,4
40913,0
40914,2
40918,0
40921,4
40924,2
40969,0
40970,4
40971,0
40972,0
40973,0
40974,0
40977,2
40979,2
40980,2
40983,2
40984,2
40985,2
40986,2
40987,3
40988,2
40990,2
40991,0
40992,1
40993,1
40994,0
40995,0
40997,1
40998,1
40999,0
41000,1
41240,4
41253,4
41261,4
41268,4
41273,4
41291,4
41301,4
41312,0
41313,2
41315,2
41316,2
41320,2
41321,2
41326,0
41362,4
41363,4
41372,4
41376,0
41378,4
41379,0
41382,4
41389,4
41393,4
41411,4
41433,4
41434,4
41435,4
41438,4
41441,4
41444,4
41454,0
41464,4
41471,4
41476,0
41481,0
41482,0
41485,4
41489,4
41500,3
41501,2
41502,2
41531,0
41533,0
41541,2
41594,0
41597,0
41602,2
41603,0
41606,0
41607,2
41613,0
41623,0
41627,0
41657,1
41659,1
41707,2
41839,2
41848,2
41877,4
41888,1
41893,1
41894,1
41896,1
41908,4
41909,1
41918,1
41932,1
41934,1
41936,1
41937,4
41938,4
42057,4
42058,2
42059,2
42061,0
42063,0
42064,1
42065,1
42066,4
42067,1
42068,0
42069,0
42074,4
42075,1
42076,1
42078,0
42079,4
42084,1
42085,1
42087,4
42088,1
42089,0
42090,2
42091,0
42093,2
42094,0
42095,1
42096,1
42098,1
42099,1
42100,0
42101,3
42102,2
42150,0
42154,4
42186,0
42215,1
42216,4
42217,1
42218,1
42219,1
42220,4
42221,1
42222,0
42223,4
42224,1
42227,4
42228,4
42229,2
42239,2
42283,2
42284,2
42286,4
42287,0
42288,4
42292,2
42302,0
42303,2
42304,3
42305,3
42306,4
42309,0
42311,2
42312,1
42314,1
42316,1
42346,4
42347,4
42351,4
42352,1
42402,2
42403,2
42422,0
42423,4
42432,4
42433,4
42434,0
42451,2
42456,4
42477,2
42479,0
42482,2
42501,1
42502,4
42504,2
42507,4
42511,2
42515,4
42518,2
42521,2
42523,1
42524,4
42528,4
42531,4
42536,4
42537,1
42542,4
42545,0
42553,1
42572,4
42573,1
42578,0
42580,2
42581,2
42585,4
42586,4
42587,2
42588,2
42589,2
42590,2
42591,2
42592,4
42593,4
42625,2
42628,4
42629,4
42631,4
42632,2
42633,4
42634,4
42635,2
42636,2
42637,0
42638,4
42642,4
42643,4
42646,4
42647,4
42656,2
42657,2
42658,2
42659,2
42660,2
42661,2
42662,2
42663,2
42677,2
42678,2
42682,2
42684,4
42691,2
42692,2
42749,0
42752,1
42753,0
42755,2
42757,2
42826,1
42846,0
42847,2
42849,2
42850,0
42852,2
42853,2
42854,4
42855,4
42856,4
42858,0
42859,1
42860,1
42861,1
42864,4
42865,0
42866,2
42867,1
42868,2
42869,4
42871,1
42872,1
42873,0
42877,2
42878,2
42879,2
42897,0
42899,4
42900,4
42914,4
42916,4
42918,0
42919,1
42921,1
42922,4
42923,0
42925,1
42926,1
42928,1
42929,1
42930,1
42932,0
42934,4
42939,1
42940,4
42941,4
42942,1
42943,1
42944,1
42945,4
42947,4
42948,4
42949,4
42950,4
42951,1
42952,4
42953,1
42954,4
42955,0
42956,4
42957,1
42958,1
43256,2
43807,4
43808,2
43812,4
43813,4
43815,4
43816,4
43817,0
43823,4
43826,4
43860,0
43861,2
43863,2
43864,2
43867,2
43868,2
43870,2
43871,2
43872,4
43876,2
43878,2
43882,0
43883,0
43884,4
43886,2
43889,2
43891,2
43892,4
43895,2
43902,0
43906,0
43910,2
43914,4
43915,0
43920,2
43922,4
43923,0
43924,4
43925,4
43934,0
43936,4
43938,4
43940,4
43941,4
43944,0
43947,4
43949,2
43950,4
43951,0
43953,4
43956,0
43957,4
43958,0
43960,2
43961,2
43963,2
43965,4
43966,2
43972,2
43974,2
43981,0
43982,2
43983,2
43984,2
43985,0
44000,2
44011,4
44012,2
44013,2
44014,2
44015,4
44016,0
44017,0
44018,2
44019,2
44020,2
44025,2
44027,4
44043,4
44045,2
44059,0
44060,1
44061,0
44062,0
44063,4
44064,0
44066,1
44067,4
44068,4
44069,1
44070,4
44071,2
44072,2
44073,0
44074,1
44075,2
44076,2
44077,4
44079,1
44080,4
44081,2
44082,1
44083,0
44084,0
44085,1
44086,0
44087,1
44088,1
44089,1
44090,4
44091,2
44092,2
44093,2
44094,2
44095,4
44096,4
44097,0
44098,1
44099,4
44100,2
44101,1
44102,1
44103,1
44104,0
44105,0
44106,0
44107,4
44108,1
44129,1
44130,4
44131,0
44132,4
44133,0
44136,1
44140,1
44142,1
44144,1
44147,0
44148,1
44151,1
44152,1
44155,1
44156,4
44157,0
44161,2
44162,0
44163,0
44165,0
44169,0
44196,2
44197,2
44198,4
44203,4
44204,4
44205,2
44207,3
44208,2
44210,4
44211,4
44299,4
44300,1
44301,2
44302,1
44303,1
44304,4
44306,2
44307,2
44308,0
44309,4
44310,2
44353,0
44354,0
44355,0
44356,0
44357,2
44358,2
44359,2
44360,0
44361,0
44362,0
44363,0
44364,2
44366,2
44367,2
44368,2
44369,2
44443,2
44524,2
44530,2
44538,2
44645,2
44646,2
44647,2
44648,2
44649,2
44650,2
44654,2
44664,2
44682,2
44683,2
44693,2
44704,2
44705,2
44968,2
44969,2
44970,2
44971,2
44973,2
44976,2
44977,2
44978,2
44982,2
44983,2
44984,2
44986,2
44989,2
44990,2
45175,2
45209,0
45289,1
45291,0
45298,0
45299,1
45300,1
45301,0
45303,2
45310,0
45314,0
45315,4
45316,0
45317,0
45318,1
45320,2
45321,1
45474,1
45476,1
45477,1
45511,1
45542,1
45601,1
45602,1
45604,1
45605,1
45606,1
45635,1
45638,1
45644,1
45659,1
45660,1
45661,1
45662,1
45663,1
45664,1
45665,1
45666,1
45667,1
45668,1
45669,1
45670,1
45673,1
45674,1
45675,1
45676,1
45689,0
45712,4
45713,4
45714,4
45715,4
45716,4
45755,0
45768,1
45769,1
45772,4
45773,4
45775,4
45776,4
45779,4
45783,4
45785,4
45789,4
45790,4
45791,4
45792,4
45828,4
45829,4
45830,4
45831,1
45833,4
45834,4
45835,4
45836,4
45839,1
45840,1
45841,1
45870,1
45990,1
45996,4
45997,4
46027,1
46040,4
46041,4
46044,4
46048,1
46049,1
46052,1
46075,1
46088,1
46132,1
46139,1
46140,1
46142,1
46143,1
46144,1
46145,1
46146,1
46147,1
46148,1
46149,1
46152,1
46154,1
46155,1
46156,1
46157,1
46158,1
46159,1
46160,1
46163,1
46172,4
46185,1
46204,1
46205,1
46233,1
46234,1
46235,1
46236,1
46237,1
46238,1
46242,1
46243,1
46244,0
46250,1
46251,1
46262,1
46263,1
46274,1
46275,1
46276,1
46277,1
46278,1
46279,1
46280,1
46281,0
46282,1
46284,1
46285,1
46287,1
46288,1
46289,1
46290,1
46291,1
46292,1
46293,1
46294,1
46295,1
46296,1
46297,2
46298,1
46299,1
46300,1
46301,1
46302,1
46303,1
46304,1
46305,1
46306,1
46307,1
46308,1
46309,1
46310,1
46311,1
46334,4
46336,4
46342,4
46343,4
46347,4
46504,4
46511,4
46512,4
46513,4
46516,4
46519,4
46524,4
46527,4
46531,4
46533,4
46534,4
46537,4
46540,4
46542,4
46546,4
46547,4
46549,4
46594,0
46596,2
46600,2
46627,2
46628,0
46631,2
46634,2
46638,2
46646,2
46647,2
46648,0
46649,2
46650,0
46651,1
46652,2
46654,2
46673,2
46832,0
46833,2
46843,0
46845,1
46846,1
46847,2
46849,1
46853,0
46855,0
46858,2
46859,2
46860,2
46862,2
46863,2
46887,1
46890,1
46891,1
46893,1
46904,2
46912,2
46917,2
46928,0
46940,2
46941,2
46971,2
46973,2
46975,2
46981,2
46989,0
47078,2
47176,2
47263,2
47264,1
47266,2
47269,2
47271,2
47272,2
47273,1
47276,2
47278,2
47280,2
47282,2
47289,2
47290,2
47292,2
47294,2
47297,2
47298,2
47300,2
47488,4
47489,4
47490,4
47491,4
47492,4
47493,4
47494,4
47495,0
47496,4
47497,4
47498,4
47499,4
47646,4
47647,4
47648,4
47649,0
47717,0
47718,4
47719,4
47750,4
47751,4
47900,4
47901,4
47902,0
47903,4
47904,4
47905,4
47906,4
47907,4
47908,4
47910,0
47911,0
47912,2
47913,4
47914,0
47915,0
47916,4
47917,2
47918,4
47919,4
47920,4
47921,4
47922,2
47923,4
47924,4
47925,2
48096,4
48983,0
48989,0
48993,0
49002,0
49005,0
49008,0
49010,0
49015,0
49019,0
49029,0
49036,0
49042,0
49047,0
49473,4
49510,4
49517,4
49546,4
49599,4
49805,4
49806,4
49807,4
49808,4
49809,4
49810,4
49811,4
49812,4
49813,4
49814,4
50008,0
50009,0
50010,0
50011,0
50012,0
50013,0
50014,0
50015,0
50016,0
50017,0
50018,0
50019,0
50020,0
50021,0
50161,4
50162,4
50163,0
50164,0
50165,0
50166,4
51594,4
51595,4
51596,4
51597,4
51598,4
51599,4
51600,4
51601,4
51602,4
51603,4
51604,4
51605,4
51699,4
51700,4
51701,4
51702,4
51703,2
51704,2
51705,4
51706,4
51707,4
51708,0
51709,2
51710,4
51720,2
51725,2
51729,2
51737,2
51738,2
51774,2
51775,2
51912,0
51938,2
51940,2
51945,2
52062,2
52064,2
52068,2
52069,2
52087,2
52088,2
52089,2
52090,2
52091,2
52092,0
52093,0
52094,2
52095,2
52096,2
52128,2
52131,2
52132,2
52133,2
52396,2
52399,2
52400,2
52401,2
52404,2
52406,2
52408,2
52410,2
52415,4
52416,2
52420,1
52421,1
52422,2
52423,2
52426,1
52427,1
52428,1
52429,1
52430,4
52436,1
52439,1
52440,1
52442,1
52443,1
52447,1
52448,1
52456,1
52462,1
52479,1
52480,1
52483,1
52485,1
52490,1
52494,1
52555,4
52556,1
52557,1
52558,1
52559,1
52560,0
52561,1
52562,1
52563,1
52564,1
52565,1
52567,1
52568,1
52569,4
52570,1
52571,1
52573,1
52574,1
52575,1
52578,0
52579,1
52580,1
52581,1
52582,4
52583,4
52584,1
52585,1
52586,2
52587,1
52589,2
52590,1
52591,2
52593,4
52594,4
52596,1
52598,1
52599,4
52602,1
52605,1
52607,1
52609,1
52612,1
52615,1
52616,1
52617,1
52637,1
52642,1
52643,1
52644,1
52648,1
52649,1
52653,1
52654,1
52655,1
52656,1
52657,1
52658,1
52663,1
52664,1
52669,1
52675,1
52676,1
52679,4
52681,1
52684,0
52685,4
52686,0
52700,1
52701,1
52702,0
52703,1
52706,1
52707,1
52708,4
52711,0
52712,1
52713,1
52716,1
52720,2
52722,2
52723,2
52725,2
52726,2
52727,2
52728,2
52729,0
52732,4
52738,0
52747,0
52755,0
52762,0
52765,0
52767,4
52768,2
52770,2
52779,0
52783,0
52792,0
52796,0
52799,0
52800,0
52803,0
52804,0
52805,4
52807,4
52809,4
52810,4
52812,2
52813,2
52814,0
52819,2
52822,2
52825,2
52830,2
52836,2
52844,2
52846,2
52848,2
52853,2
52854,2
52855,0
52856,4
52857,0
52858,4
52859,1
52870,0
52871,0
52877,0
52881,0
52885,2
52889,2
52892,0
52893,2
52896,0
52897,4
52902,4
52904,0
52911,2
52913,4
52915,0
52916,2
52918,2
52920,1
52921,2
53027,2
53028,2
53030,2
53031,2
53034,2
53038,2
53039,2
53041,2
53042,2
53044,2
53046,2
53047,2
53049,3
53053,1
53055,2
53056,2
53060,4
53061,4
53062,4
53063,4
53064,4
53065,4
53066,4
53173,4
53192,4
53206,0
53208,2
53226,4
53227,4
53229,4
53231,4
53232,4
53263,4
53264,4
53269,2
53271,2
53272,2
53273,2
53274,2
53278,2
53279,2
53281,4
53284,4
53285,2
53287,4
53291,4
53292,0
53297,2
53302,0
53304,2
53309,2
53313,0
53319,4
53320,4
53321,4
53322,4
53323,4
53333,4
53335,4
53336,4
53337,2
53338,0
53339,2
53340,2
53341,2
53348,2
53349,4
53367,4
53401,4
53402,1
53403,4
53404,0
53405,1
53406,1
53407,4
53408,4
53409,4
53410,4
53411,0
53412,4
53413,4
53414,4
53415,4
53416,4
53417,1
53418,0
53420,4
53428,1
53443,1
53444,1
53445,0
53446,4
53455,1
53456,1
53457,0
53458,1
53459,1
53460,1
53461,1
53463,1
53470,2
53471,0
53472,2
53473,2
53474,0
53475,2
53477,2
53478,2
53479,2
53480,2
53481,2
53482,2
53483,2
53484,2
53485,2
53486,2
53488,2
53585,0
53606,0
53608,4
53609,4
53615,4
53618,4
53620,0
53624,0
53627,4
53631,4
53684,4
53686,4
53687,4
53689,4
53692,4
53693,4
53703,4
53706,4
53715,4
53716,4
53717,4
53719,4
53726,4
53729,4
53730,4
53731,4
53735,4
53762,4
53821,4
53822,4
53823,4
53824,2
53825,2
53826,4
53834,0
53835,0
53839,0
53841,0
53842,0
53846,0
53847,0
53854,2
53870,2
53873,2
53876,4
53880,2
53887,2
53890,0
53939,4
53942,4
53943,4
53945,4
53946,4
53947,4
53948,0
53951,4
53952,4
53954,4
54001,4
54025,4
54028,4
54030,4
54031,0
54033,4
54035,4
54036,4
54039,0
54044,4
54046,4
54048,4
54049,4
54054,1
54055,4
54058,4
54060,4
54063,4
54064,4
54066,4
54068,4
54079,0
54084,4
54086,4
54089,0
54092,0
54095,4
54096,4
54097,0
54152,4
54154,4
54156,4
54159,4
54164,4
54166,4
54170,0
54171,2
54172,4
54173,4
54174,4
54175,4
54176,4
54177,4
54178,4
54179,4
54180,4
54181,4
54350,2
54352,2
54356,2
54390,2
54391,2
54392,2
54393,2
54394,2
54395,2
54396,2
54397,2
54398,2
54399,2
54400,2
54401,2
54402,2
54403,2
54404,2
54405,2
54406,2
54407,2
54538,2
54541,2
54553,2
54555,1
54557,2
54562,2
54566,2
54567,4
54569,4
54570,4
54573,0
54575,1
54577,1
54580,4
54582,2
54585,0
54617,2
54618,2
54619,2
54620,2
54631,4
54633,4
54643,2
54650,4
54654,4
54656,2
54766,0
54770,4
54772,4
54789,0
54861,2
54871,0
54877,0
54878,0
54879,2
54883,2
54885,2
54886,2
54888,2
54889,2
54896,1
54902,1
54905,1
54907,1
54928,1
54936,1
54937,1
54939,1
54940,1
54941,1
54943,1
54949,1
54954,1
54959,1
54964,1
54970,1
55068,1
55069,1
55072,1
55074,1
55075,1
55076,1
55080,1
55081,1
55082,4
55084,1
55085,1
55086,1
55089,4
55090,0
55091,4
55092,1
55095,0
55096,1
55099,1
55100,1
55363,2
55364,2
55387,3
55390,2
55393,2
55394,2
55395,2
55396,2
55397,2
55398,2
55399,2
55400,2
55401,2
55434,2
55440,2
55442,2
55447,2
55452,2
55454,2
55456,2
55458,2
55459,2
55460,2
55462,2
55463,2
55465,2
55466,2
55469,2
55470,2
55480,1
55481,4
55483,1
55484,1
55494,2
55505,3
55506,2
55507,2
55508,2
55510,3
55512,2
55514,4
55515,4
55602,2
55605,2
55606,2
55607,2
55608,2
55609,2
55610,2
55615,1
55616,1
55617,1
55618,1
55619,1
55620,1
55622,1
55623,1
55624,1
55625,1
55626,1
55631,4
55633,2
55634,4
55635,4
55640,2
55657,4
55658,1
55659,2
55660,4
55661,4
55736,2
55740,2
55743,2
55785,2
55786,2
55787,2
55788,2
55792,0
55793,2
55794,2
55835,2
55837,3
55838,2
55906,2
55907,2
55909,2
55911,2
55913,2
55953,2
55960,2
55971,2
55972,0
55973,2
55974,0
55975,2
55976,2
55977,0
55978,2
55979,2
55980,2
55982,2
55983,2
55984,2
56139,2
56141,2
56142,2
56143,2
56146,2
56147,3
56148,2
56150,2
56159,4
56160,1
56161,2
56164,2
56165,3
56166,2
56167,3
56168,2
56171,4
56172,4
56173,0
56175,2
56176,4
56177,4
56178,2
56179,2
56180,2
56181,2
56239,2
56240,2
56241,2
56248,2
56249,2
56250,2
56251,2
56287,1
56288,1
56290,1
56293,1
56295,4
56296,4
56297,0
56304,2
56306,2
56307,2
56308,2
56309,2
56312,2
56313,2
56314,2
56317,2
56318,2
56327,2
56328,3
56329,4
56359,2
56362,2
56367,4
56368,2
56369,4
56387,2
56389,2
56390,2
56397,2
56399,2
56404,2
56405,2
56406,2
56407,2
56408,2
56409,2
56424,3
56430,2
56431,2
56437,2
56438,2
56439,2
56449,1
56450,4
56451,2
56452,4
56467,2
56468,2
56483,2
56547,3
56590,2
56615,2
56617,2
56618,2
56627,2
56629,2
56630,2
56631,2
56634,2
56635,2
56649,4
56663,2
56666,4
56667,2
56668,2
56669,2
56670,2
56676,1
56677,1
56678,0
56679,1
56680,1
56681,1
56691,2
56692,2
56693,2
56695,2
56696,2
56697,2
56698,2
56709,2
56735,2
56782,4
56790,2
56794,2
56795,2
56799,2
56800,2
56802,2
56804,2
56807,2
56808,2
56809,2
56810,2
56811,2
56812,2
56813,2
56816,2
56817,2
56818,2
56823,2
56827,2
56828,2
56833,2
56925,2
57032,2
57033,3
57034,3
57035,2
57046,2
57047,2
57048,3
57049,2
57050,2
57055,3
57056,3
57067,1
57069,1
57070,1
57071,1
57072,1
57074,1
57075,1
57077,1
57103,2
57109,1
57110,2
57113,2
57114,2
57116,2
57120,2
57121,2
57122,3
57123,2
57124,2
57141,2
57151,3
57153,2
57155,2
57160,2
57188,3
57202,2
57207,2
57208,2
57250,2
57251,2
57252,2
57253,2
57257,2
57300,2
57301,2
57302,2
57309,4
57310,0
57311,2
57312,0
57316,2
57317,2
57319,2
57331,4
57332,1
57333,1
57334,4
57335,4
57336,4
57337,2
57345,2
57378,2
57450,2
57451,2
57452,2
57453,2
57454,2
57455,2
57456,2
57457,2
57458,2
57459,2
57460,2
57461,2
57462,2
57463,2
57465,2
57467,2
57470,2
57473,3
57521,2
57522,2
57523,2
57524,2
57526,2
57527,2
57528,2
57529,2
57530,2
57531,2
57532,2
57533,2
57534,2
57535,2
57536,2
57539,2
57540,2
57541,2
57560,2
57561,2
57562,2
57565,2
57579,2
57594,2
57615,2
57617,2
57619,2
57622,2
57626,2
57627,2
57629,2
57668,3
57674,2
57675,3
57676,3
57677,2
57678,3
57679,2
57702,2
57703,2
57704,2
57736,2
57737,2
57738,2
57740,2
57741,2
57742,3
57743,2
57744,2
57745,2
57746,2
57751,2
57754,2
57755,3
57756,2
57770,2
57774,2
57777,2
57783,2
57784,2
57788,2
57789,2
57790,2
57809,2
57810,2
57811,2
57812,2
57813,2
57814,2
57815,2
57816,2
57817,2
57818,2
57819,2
57820,2
57821,2
57822,2
57823,2
57824,2
57826,2
57833,2
57836,2
57953,2
57954,2
57955,2
57957,2
57958,2
57960,2
57961,2
57962,2
57967,2
57968,2
57989,2
58000,2
58001,2
58013,3
58015,2
58037,2
58041,2
58042,2
58043,2
58044,2
58045,2
58046,2
58049,2
58070,2
58105,2
58107,2
58108,2
58109,2
58110,2
58194,2
58195,2
58196,2
58197,2
58198,2
58205,2
58212,2
58213,2
58214,2
58215,2
58216,3
58217,2
58218,2
58253,2
58254,2
58255,2
58256,2
58257,2
58258,2
58259,2
58260,2
58271,2
58275,2
58281,2
58282,2
58361,1
58366,0
58438,2
58440,2
58443,2
58529,2
58531,2
58532,2
58536,2
58537,2
58552,3
58600,2
58602,2
58604,2
58613,2
58614,3
58615,2
58616,2
58617,3
58618,2
58620,2
58621,2
58622,2
58623,2
58624,2
58625,2
58626,2
58627,2
58629,2
58630,2
58738,0
58749,1
58754,1
58763,1
58835,4
58840,1
58841,1
58842,1
58855,1
58856,1
58857,1
58858,1
58859,1
58860,1
58861,1
58862,1
58863,1
58864,1
58865,0
58866,1
58867,1
58868,0
58869,1
58870,1
58871,4
58872,1
58873,0
58874,1
58875,1
58926,1
58939,1
58940,1
58941,1
58942,0
58943,1
58944,0
58945,1
58946,4
58947,1
58956,1
58958,1
58965,1
58967,1
58969,1
58970,1
58973,1
58974,1
58975,1
58976,1
58989,1
58990,1
58991,1
58992,1
58993,1
58994,1
58995,1
58998,1
58999,1
59018,4
59019,1
59020,4
59021,4
59022,0
59023,1
59024,4
59025,4
59026,4
59027,4
59028,4
59029,0
